id,entity_id,entity_name,date,account_code,account_name,debit,credit,description,posted_by,is_anomaly,anomaly_type
JE-040018,SUB-0004,東洋精密電子株式会社,2025-07-14,7200,特別損失,0.0,59221.0,通常仕訳_特別損失_19,watanabe_a,False,
JE-040019,SUB-0004,東洋精密電子株式会社,2025-01-06,4100,売上高,0.0,52678.0,通常仕訳_売上高_20,yamada_t,False,
JE-040020,SUB-0004,東洋精密電子株式会社,2025-11-21,3300,未払費用,901.0,0.0,通常仕訳_未払費用_21,suzuki_k,False,
JE-040021,SUB-0004,東洋精密電子株式会社,2025-06-19,1500,その他流動資産,24506.0,0.0,通常仕訳_その他流動資産_22,tanaka_m,False,
JE-040022,SUB-0004,東洋精密電子株式会社,2025-01-25,5100,販売費,176271.0,0.0,通常仕訳_販売費_23,tanaka_m,False,
JE-040023,SUB-0004,東洋精密電子株式会社,2025-08-17,3100,買掛金,0.0,6123.0,通常仕訳_買掛金_24,watanabe_a,False,
JE-040024,SUB-0004,東洋精密電子株式会社,2025-08-06,1300,棚卸資産,0.0,24145.0,通常仕訳_棚卸資産_25,yamada_t,False,
JE-040025,SUB-0004,東洋精密電子株式会社,2025-02-15,1500,その他流動資産,0.0,27168.0,通常仕訳_その他流動資産_26,suzuki_k,False,
JE-040026,SUB-0004,東洋精密電子株式会社,2025-03-04,7200,特別損失,33660.0,0.0,通常仕訳_特別損失_27,yamada_t,False,
JE-040027,SUB-0004,東洋精密電子株式会社,2025-03-30,3500,退職給付引当金,224065.0,0.0,通常仕訳_退職給付引当金_28,tanaka_m,False,
JE-040028,SUB-0004,東洋精密電子株式会社,2025-06-22,2200,無形固定資産,0.0,31522.0,通常仕訳_無形固定資産_29,system_batch,False,
JE-040029,SUB-0004,東洋精密電子株式会社,2025-03-11,6100,営業外収益,0.0,1788.0,通常仕訳_営業外収益_30,watanabe_a,False,
JE-040030,SUB-0004,東洋精密電子株式会社,2025-04-07,1400,前払費用,0.0,2876.0,通常仕訳_前払費用_31,suzuki_k,False,
JE-040031,SUB-0004,東洋精密電子株式会社,2025-06-18,6200,営業外費用,0.0,37981.0,通常仕訳_営業外費用_32,tanaka_m,False,
JE-040032,SUB-0004,東洋精密電子株式会社,2025-03-28,1200,売掛金,429.0,0.0,通常仕訳_売掛金_33,system_batch,False,
JE-040033,SUB-0004,東洋精密電子株式会社,2025-04-05,3200,短期借入金,23913.0,0.0,通常仕訳_短期借入金_34,yamada_t,False,
JE-040034,SUB-0004,東洋精密電子株式会社,2025-03-04,3200,短期借入金,0.0,28413.0,通常仕訳_短期借入金_35,yamada_t,False,
JE-040035,SUB-0004,東洋精密電子株式会社,2025-04-28,2300,投資有価証券,0.0,64459.0,通常仕訳_投資有価証券_36,yamada_t,False,
JE-040036,SUB-0004,東洋精密電子株式会社,2025-03-20,5100,販売費,10511.0,0.0,通常仕訳_販売費_37,tanaka_m,False,
JE-040037,SUB-0004,東洋精密電子株式会社,2025-10-09,1100,現金及び預金,27457.0,0.0,通常仕訳_現金及び預金_38,suzuki_k,False,
JE-040038,SUB-0004,東洋精密電子株式会社,2025-10-16,3300,未払費用,0.0,5385.0,通常仕訳_未払費用_39,system_batch,False,
JE-040039,SUB-0004,東洋精密電子株式会社,2025-07-23,6200,営業外費用,4916.0,0.0,通常仕訳_営業外費用_40,tanaka_m,False,
JE-040040,SUB-0004,東洋精密電子株式会社,2025-06-16,7100,特別利益,160541.0,0.0,通常仕訳_特別利益_41,suzuki_k,False,
JE-040041,SUB-0004,東洋精密電子株式会社,2025-06-23,1200,売掛金,7509.0,0.0,通常仕訳_売掛金_42,yamada_t,False,
JE-040042,SUB-0004,東洋精密電子株式会社,2025-12-02,1500,その他流動資産,46979.0,0.0,通常仕訳_その他流動資産_43,tanaka_m,False,
JE-040043,SUB-0004,東洋精密電子株式会社,2025-07-30,1300,棚卸資産,226166.0,0.0,通常仕訳_棚卸資産_44,system_batch,False,
JE-040044,SUB-0004,東洋精密電子株式会社,2025-10-10,5100,販売費,646652.0,0.0,通常仕訳_販売費_45,yamada_t,False,
JE-040045,SUB-0004,東洋精密電子株式会社,2025-12-28,3100,買掛金,0.0,443618.0,通常仕訳_買掛金_46,yamada_t,False,
JE-040046,SUB-0004,東洋精密電子株式会社,2025-02-24,4100,売上高,0.0,6817.0,通常仕訳_売上高_47,watanabe_a,False,
JE-040047,SUB-0004,東洋精密電子株式会社,2025-04-05,1400,前払費用,0.0,1101.0,通常仕訳_前払費用_48,tanaka_m,False,
JE-040048,SUB-0004,東洋精密電子株式会社,2025-07-21,1400,前払費用,12839.0,0.0,通常仕訳_前払費用_49,system_batch,False,
JE-040049,SUB-0004,東洋精密電子株式会社,2025-06-28,3100,買掛金,0.0,9066.0,通常仕訳_買掛金_50,system_batch,False,
JE-040050,SUB-0004,東洋精密電子株式会社,2025-05-11,7200,特別損失,20257.0,0.0,通常仕訳_特別損失_51,tanaka_m,False,
JE-040051,SUB-0004,東洋精密電子株式会社,2025-01-28,7100,特別利益,0.0,13615.0,通常仕訳_特別利益_52,system_batch,False,
JE-040052,SUB-0004,東洋精密電子株式会社,2025-01-15,2200,無形固定資産,0.0,17834.0,通常仕訳_無形固定資産_53,system_batch,False,
JE-040053,SUB-0004,東洋精密電子株式会社,2025-10-30,6100,営業外収益,0.0,574.0,通常仕訳_営業外収益_54,yamada_t,False,
JE-040054,SUB-0004,東洋精密電子株式会社,2025-10-30,2300,投資有価証券,45030.0,0.0,通常仕訳_投資有価証券_55,yamada_t,False,
JE-040055,SUB-0004,東洋精密電子株式会社,2025-11-20,7100,特別利益,0.0,1035181.0,通常仕訳_特別利益_56,tanaka_m,False,
JE-040056,SUB-0004,東洋精密電子株式会社,2025-01-13,6200,営業外費用,0.0,851150.0,通常仕訳_営業外費用_57,tanaka_m,False,
JE-040057,SUB-0004,東洋精密電子株式会社,2025-05-15,3100,買掛金,0.0,78693.0,通常仕訳_買掛金_58,system_batch,False,
JE-040058,SUB-0004,東洋精密電子株式会社,2025-01-18,6200,営業外費用,98622.0,0.0,通常仕訳_営業外費用_59,yamada_t,False,
JE-040059,SUB-0004,東洋精密電子株式会社,2025-05-26,1100,現金及び預金,4881.0,0.0,通常仕訳_現金及び預金_60,system_batch,False,
JE-040060,SUB-0004,東洋精密電子株式会社,2025-01-12,1300,棚卸資産,9209.0,0.0,通常仕訳_棚卸資産_61,yamada_t,False,
JE-040061,SUB-0004,東洋精密電子株式会社,2025-01-17,2300,投資有価証券,0.0,2099337.0,通常仕訳_投資有価証券_62,tanaka_m,False,
JE-040062,SUB-0004,東洋精密電子株式会社,2025-10-27,6200,営業外費用,0.0,45341.0,通常仕訳_営業外費用_63,watanabe_a,False,
JE-040063,SUB-0004,東洋精密電子株式会社,2025-01-22,3300,未払費用,0.0,318751.0,通常仕訳_未払費用_64,suzuki_k,False,
JE-040064,SUB-0004,東洋精密電子株式会社,2025-09-27,7200,特別損失,0.0,28855.0,通常仕訳_特別損失_65,yamada_t,False,
JE-040065,SUB-0004,東洋精密電子株式会社,2025-04-14,1500,その他流動資産,0.0,74793.0,通常仕訳_その他流動資産_66,yamada_t,False,
JE-040066,SUB-0004,東洋精密電子株式会社,2025-07-15,1200,売掛金,116744.0,0.0,通常仕訳_売掛金_67,yamada_t,False,
JE-040067,SUB-0004,東洋精密電子株式会社,2025-06-03,1400,前払費用,0.0,90092.0,通常仕訳_前払費用_68,system_batch,False,
JE-040068,SUB-0004,東洋精密電子株式会社,2025-01-12,5100,販売費,2811.0,0.0,通常仕訳_販売費_69,yamada_t,False,
JE-040069,SUB-0004,東洋精密電子株式会社,2025-06-18,2300,投資有価証券,0.0,14751.0,通常仕訳_投資有価証券_70,watanabe_a,False,
JE-040070,SUB-0004,東洋精密電子株式会社,2025-12-29,1500,その他流動資産,1882540.0,0.0,通常仕訳_その他流動資産_71,tanaka_m,False,
JE-040071,SUB-0004,東洋精密電子株式会社,2025-02-19,1200,売掛金,0.0,22663.0,通常仕訳_売掛金_72,tanaka_m,False,
JE-040072,SUB-0004,東洋精密電子株式会社,2025-06-15,6100,営業外収益,280000.0,0.0,通常仕訳_営業外収益_73,suzuki_k,False,
JE-040073,SUB-0004,東洋精密電子株式会社,2025-01-07,1200,売掛金,0.0,18780.0,通常仕訳_売掛金_74,tanaka_m,False,
JE-040074,SUB-0004,東洋精密電子株式会社,2025-12-20,7200,特別損失,0.0,2041.0,通常仕訳_特別損失_75,suzuki_k,False,
JE-040075,SUB-0004,東洋精密電子株式会社,2025-02-20,5100,販売費,4498.0,0.0,通常仕訳_販売費_76,tanaka_m,False,
JE-040076,SUB-0004,東洋精密電子株式会社,2025-09-03,1400,前払費用,0.0,1113.0,通常仕訳_前払費用_77,tanaka_m,False,
JE-040077,SUB-0004,東洋精密電子株式会社,2025-06-04,4200,売上原価,0.0,582.0,通常仕訳_売上原価_78,yamada_t,False,
JE-040078,SUB-0004,東洋精密電子株式会社,2025-05-26,6200,営業外費用,11998.0,0.0,通常仕訳_営業外費用_79,system_batch,False,
JE-040079,SUB-0004,東洋精密電子株式会社,2025-03-14,1200,売掛金,0.0,5116.0,通常仕訳_売掛金_80,system_batch,False,
JE-040080,SUB-0004,東洋精密電子株式会社,2025-12-01,2200,無形固定資産,999999.0,0.0,重複疑い仕訳,tanaka_m,True,duplicate
JE-040081,SUB-0004,東洋精密電子株式会社,2025-04-11,1100,現金及び預金,292269073.0,0.0,異常大口仕訳,suzuki_k,True,large
JE-040082,SUB-0004,東洋精密電子株式会社,2025-08-07,3100,買掛金,10000000.0,0.0,端数なし大口仕訳,tanaka_m,True,round_number
JE-050000,SUB-0005,東洋情報システム株式会社,2025-09-25,7200,特別損失,1385.0,0.0,通常仕訳_特別損失_1,watanabe_a,False,
JE-050001,SUB-0005,東洋情報システム株式会社,2025-04-16,7100,特別利益,0.0,4626.0,通常仕訳_特別利益_2,watanabe_a,False,
JE-050002,SUB-0005,東洋情報システム株式会社,2025-07-21,1200,売掛金,6931.0,0.0,通常仕訳_売掛金_3,tanaka_m,False,
JE-050003,SUB-0005,東洋情報システム株式会社,2025-05-17,2200,無形固定資産,0.0,62209.0,通常仕訳_無形固定資産_4,system_batch,False,
JE-050004,SUB-0005,東洋情報システム株式会社,2025-12-23,3500,退職給付引当金,65409.0,0.0,通常仕訳_退職給付引当金_5,watanabe_a,False,
JE-050005,SUB-0005,東洋情報システム株式会社,2025-07-04,5100,販売費,29493.0,0.0,通常仕訳_販売費_6,tanaka_m,False,
JE-050006,SUB-0005,東洋情報システム株式会社,2025-08-05,4200,売上原価,175343.0,0.0,通常仕訳_売上原価_7,yamada_t,False,
JE-050007,SUB-0005,東洋情報システム株式会社,2025-02-26,2300,投資有価証券,26253.0,0.0,通常仕訳_投資有価証券_8,tanaka_m,False,
JE-050008,SUB-0005,東洋情報システム株式会社,2025-03-07,5100,販売費,37549.0,0.0,通常仕訳_販売費_9,yamada_t,False,
JE-050009,SUB-0005,東洋情報システム株式会社,2025-07-07,5100,販売費,0.0,2986.0,通常仕訳_販売費_10,tanaka_m,False,
JE-050010,SUB-0005,東洋情報システム株式会社,2025-10-09,7100,特別利益,0.0,5594.0,通常仕訳_特別利益_11,suzuki_k,False,
JE-050011,SUB-0005,東洋情報システム株式会社,2025-05-29,1200,売掛金,19878.0,0.0,通常仕訳_売掛金_12,yamada_t,False,
JE-050012,SUB-0005,東洋情報システム株式会社,2025-06-18,3100,買掛金,10265.0,0.0,通常仕訳_買掛金_13,suzuki_k,False,
JE-050013,SUB-0005,東洋情報システム株式会社,2025-08-17,7100,特別利益,802011.0,0.0,通常仕訳_特別利益_14,yamada_t,False,
JE-050014,SUB-0005,東洋情報システム株式会社,2025-08-16,1200,売掛金,0.0,73758.0,通常仕訳_売掛金_15,suzuki_k,False,
JE-050015,SUB-0005,東洋情報システム株式会社,2025-01-09,6200,営業外費用,0.0,90485.0,通常仕訳_営業外費用_16,yamada_t,False,
JE-050016,SUB-0005,東洋情報システム株式会社,2025-04-21,1400,前払費用,0.0,16758.0,通常仕訳_前払費用_17,system_batch,False,
JE-050017,SUB-0005,東洋情報システム株式会社,2025-07-26,1400,前払費用,0.0,50819.0,通常仕訳_前払費用_18,yamada_t,False,
JE-050018,SUB-0005,東洋情報システム株式会社,2025-05-20,1300,棚卸資産,0.0,497819.0,通常仕訳_棚卸資産_19,tanaka_m,False,
JE-050019,SUB-0005,東洋情報システム株式会社,2025-03-26,5100,販売費,0.0,5883.0,通常仕訳_販売費_20,suzuki_k,False,
JE-050020,SUB-0005,東洋情報システム株式会社,2025-09-28,6100,営業外収益,273867.0,0.0,通常仕訳_営業外収益_21,yamada_t,False,
JE-050021,SUB-0005,東洋情報システム株式会社,2025-11-15,4100,売上高,1177.0,0.0,通常仕訳_売上高_22,tanaka_m,False,
JE-050022,SUB-0005,東洋情報システム株式会社,2025-05-02,2300,投資有価証券,72686.0,0.0,通常仕訳_投資有価証券_23,yamada_t,False,
JE-050023,SUB-0005,東洋情報システム株式会社,2025-03-19,3400,長期借入金,0.0,175686.0,通常仕訳_長期借入金_24,watanabe_a,False,
JE-050024,SUB-0005,東洋情報システム株式会社,2025-06-22,5200,一般管理費,169448.0,0.0,通常仕訳_一般管理費_25,watanabe_a,False,
JE-050025,SUB-0005,東洋情報システム株式会社,2025-01-27,1500,その他流動資産,0.0,153309.0,通常仕訳_その他流動資産_26,yamada_t,False,
JE-050026,SUB-0005,東洋情報システム株式会社,2025-11-28,1400,前払費用,0.0,1261.0,通常仕訳_前払費用_27,tanaka_m,False,
JE-050027,SUB-0005,東洋情報システム株式会社,2025-06-23,4100,売上高,0.0,11627.0,通常仕訳_売上高_28,tanaka_m,False,
JE-050028,SUB-0005,東洋情報システム株式会社,2025-07-28,3300,未払費用,596930.0,0.0,通常仕訳_未払費用_29,yamada_t,False,
JE-050029,SUB-0005,東洋情報システム株式会社,2025-01-28,1300,棚卸資産,196046.0,0.0,通常仕訳_棚卸資産_30,suzuki_k,False,
JE-050030,SUB-0005,東洋情報システム株式会社,2025-08-07,2300,投資有価証券,6719.0,0.0,通常仕訳_投資有価証券_31,system_batch,False,
JE-050031,SUB-0005,東洋情報システム株式会社,2025-07-02,7100,特別利益,5289.0,0.0,通常仕訳_特別利益_32,suzuki_k,False,
JE-050032,SUB-0005,東洋情報システム株式会社,2025-10-10,5200,一般管理費,0.0,58780.0,通常仕訳_一般管理費_33,suzuki_k,False,
JE-050033,SUB-0005,東洋情報システム株式会社,2025-08-06,2200,無形固定資産,0.0,18324.0,通常仕訳_無形固定資産_34,system_batch,False,
JE-050034,SUB-0005,東洋情報システム株式会社,2025-04-21,3300,未払費用,15810.0,0.0,通常仕訳_未払費用_35,yamada_t,False,
JE-050035,SUB-0005,東洋情報システム株式会社,2025-06-22,1500,その他流動資産,5369.0,0.0,通常仕訳_その他流動資産_36,yamada_t,False,
JE-050036,SUB-0005,東洋情報システム株式会社,2025-12-18,3500,退職給付引当金,0.0,40769.0,通常仕訳_退職給付引当金_37,suzuki_k,False,
JE-050037,SUB-0005,東洋情報システム株式会社,2025-12-26,3100,買掛金,123478.0,0.0,通常仕訳_買掛金_38,tanaka_m,False,
JE-050038,SUB-0005,東洋情報システム株式会社,2025-03-19,2100,有形固定資産,0.0,23235.0,通常仕訳_有形固定資産_39,system_batch,False,
JE-050039,SUB-0005,東洋情報システム株式会社,2025-02-08,3500,退職給付引当金,94320.0,0.0,通常仕訳_退職給付引当金_40,suzuki_k,False,
JE-050040,SUB-0005,東洋情報システム株式会社,2025-06-10,1400,前払費用,0.0,23393.0,通常仕訳_前払費用_41,watanabe_a,False,
JE-050041,SUB-0005,東洋情報システム株式会社,2025-05-15,1300,棚卸資産,4868574.0,0.0,通常仕訳_棚卸資産_42,suzuki_k,False,
JE-050042,SUB-0005,東洋情報システム株式会社,2025-10-07,3100,買掛金,87475.0,0.0,通常仕訳_買掛金_43,system_batch,False,
JE-050043,SUB-0005,東洋情報システム株式会社,2025-07-10,3100,買掛金,0.0,372150.0,通常仕訳_買掛金_44,yamada_t,False,
JE-050044,SUB-0005,東洋情報システム株式会社,2025-12-12,7200,特別損失,0.0,852.0,通常仕訳_特別損失_45,suzuki_k,False,
JE-050045,SUB-0005,東洋情報システム株式会社,2025-04-07,5200,一般管理費,0.0,6217.0,通常仕訳_一般管理費_46,system_batch,False,
JE-050046,SUB-0005,東洋情報システム株式会社,2025-09-20,3300,未払費用,16213.0,0.0,通常仕訳_未払費用_47,system_batch,False,
JE-050047,SUB-0005,東洋情報システム株式会社,2025-04-03,2200,無形固定資産,4437.0,0.0,通常仕訳_無形固定資産_48,suzuki_k,False,
JE-050048,SUB-0005,東洋情報システム株式会社,2025-04-20,3500,退職給付引当金,306.0,0.0,通常仕訳_退職給付引当金_49,tanaka_m,False,
JE-050049,SUB-0005,東洋情報システム株式会社,2025-02-21,1200,売掛金,10960.0,0.0,通常仕訳_売掛金_50,tanaka_m,False,
JE-050050,SUB-0005,東洋情報システム株式会社,2025-01-06,4200,売上原価,566738.0,0.0,通常仕訳_売上原価_51,suzuki_k,False,
JE-050051,SUB-0005,東洋情報システム株式会社,2025-06-28,4200,売上原価,0.0,55946.0,通常仕訳_売上原価_52,suzuki_k,False,
JE-050052,SUB-0005,東洋情報システム株式会社,2025-03-24,1300,棚卸資産,65869.0,0.0,通常仕訳_棚卸資産_53,tanaka_m,False,
JE-050053,SUB-0005,東洋情報システム株式会社,2025-08-04,3100,買掛金,172758.0,0.0,通常仕訳_買掛金_54,tanaka_m,False,
JE-050054,SUB-0005,東洋情報システム株式会社,2025-04-22,2300,投資有価証券,0.0,15020.0,通常仕訳_投資有価証券_55,system_batch,False,
JE-050055,SUB-0005,東洋情報システム株式会社,2025-11-15,6200,営業外費用,231360.0,0.0,通常仕訳_営業外費用_56,yamada_t,False,
JE-050056,SUB-0005,東洋情報システム株式会社,2025-05-12,6200,営業外費用,0.0,27760.0,通常仕訳_営業外費用_57,watanabe_a,False,
JE-050057,SUB-0005,東洋情報システム株式会社,2025-01-17,1500,その他流動資産,88612.0,0.0,通常仕訳_その他流動資産_58,yamada_t,False,
JE-050058,SUB-0005,東洋情報システム株式会社,2025-10-09,3300,未払費用,3107.0,0.0,通常仕訳_未払費用_59,system_batch,False,
JE-050059,SUB-0005,東洋情報システム株式会社,2025-09-15,3300,未払費用,25975.0,0.0,通常仕訳_未払費用_60,watanabe_a,False,
JE-050060,SUB-0005,東洋情報システム株式会社,2025-03-09,3100,買掛金,50796.0,0.0,通常仕訳_買掛金_61,suzuki_k,False,
JE-050061,SUB-0005,東洋情報システム株式会社,2025-07-18,7200,特別損失,5160.0,0.0,通常仕訳_特別損失_62,tanaka_m,False,
JE-050062,SUB-0005,東洋情報システム株式会社,2025-04-04,4100,売上高,2650.0,0.0,通常仕訳_売上高_63,yamada_t,False,
JE-050063,SUB-0005,東洋情報システム株式会社,2025-07-15,5200,一般管理費,885.0,0.0,通常仕訳_一般管理費_64,yamada_t,False,
JE-050064,SUB-0005,東洋情報システム株式会社,2025-01-06,6200,営業外費用,51694.0,0.0,通常仕訳_営業外費用_65,watanabe_a,False,
JE-050065,SUB-0005,東洋情報システム株式会社,2025-05-04,1300,棚卸資産,0.0,35516.0,通常仕訳_棚卸資産_66,yamada_t,False,
JE-050066,SUB-0005,東洋情報システム株式会社,2025-07-18,6200,営業外費用,136706.0,0.0,通常仕訳_営業外費用_67,system_batch,False,
JE-050067,SUB-0005,東洋情報システム株式会社,2025-08-22,3500,退職給付引当金,0.0,69571.0,通常仕訳_退職給付引当金_68,system_batch,False,
JE-050068,SUB-0005,東洋情報システム株式会社,2025-06-09,1200,売掛金,0.0,1111644.0,通常仕訳_売掛金_69,tanaka_m,False,
JE-050069,SUB-0005,東洋情報システム株式会社,2025-06-30,4200,売上原価,0.0,42383.0,通常仕訳_売上原価_70,system_batch,False,
JE-050070,SUB-0005,東洋情報システム株式会社,2025-07-03,4100,売上高,0.0,125909.0,通常仕訳_売上高_71,suzuki_k,False,
JE-050071,SUB-0005,東洋情報システム株式会社,2025-09-28,3500,退職給付引当金,46045.0,0.0,通常仕訳_退職給付引当金_72,tanaka_m,False,
JE-050072,SUB-0005,東洋情報システム株式会社,2025-02-12,5200,一般管理費,29947.0,0.0,通常仕訳_一般管理費_73,suzuki_k,False,
JE-050073,SUB-0005,東洋情報システム株式会社,2025-12-05,1100,現金及び預金,9006.0,0.0,通常仕訳_現金及び預金_74,yamada_t,False,
JE-050074,SUB-0005,東洋情報システム株式会社,2025-02-14,1300,棚卸資産,80072.0,0.0,通常仕訳_棚卸資産_75,tanaka_m,False,
JE-050075,SUB-0005,東洋情報システム株式会社,2025-12-21,1100,現金及び預金,0.0,26076.0,通常仕訳_現金及び預金_76,suzuki_k,False,
JE-050076,SUB-0005,東洋情報システム株式会社,2025-01-23,3100,買掛金,2870.0,0.0,通常仕訳_買掛金_77,watanabe_a,False,
JE-050077,SUB-0005,東洋情報システム株式会社,2025-05-14,3300,未払費用,31761.0,0.0,通常仕訳_未払費用_78,suzuki_k,False,
JE-050078,SUB-0005,東洋情報システム株式会社,2025-12-01,7100,特別利益,0.0,2637.0,通常仕訳_特別利益_79,system_batch,False,
JE-050079,SUB-0005,東洋情報システム株式会社,2025-02-15,2100,有形固定資産,32991.0,0.0,通常仕訳_有形固定資産_80,tanaka_m,False,
JE-050080,SUB-0005,東洋情報システム株式会社,2025-06-08,3300,未払費用,999999.0,0.0,重複疑い仕訳,watanabe_a,True,duplicate
JE-050081,SUB-0005,東洋情報システム株式会社,2025-05-25,5200,一般管理費,5000000.0,0.0,端数なし大口仕訳,watanabe_a,True,round_number
JE-060000,SUB-0006,东洋精密机械（上海）有限公司,2025-02-10,1100,現金及び預金,0.0,201943.0,通常仕訳_現金及び預金_1,system_batch,False,
JE-060001,SUB-0006,东洋精密机械（上海）有限公司,2025-08-21,3500,退職給付引当金,0.0,95872.0,通常仕訳_退職給付引当金_2,system_batch,False,
JE-060002,SUB-0006,东洋精密机械（上海）有限公司,2025-05-22,2300,投資有価証券,0.0,1534.0,通常仕訳_投資有価証券_3,yamada_t,False,
JE-060003,SUB-0006,东洋精密机械（上海）有限公司,2025-12-21,2300,投資有価証券,1180.0,0.0,通常仕訳_投資有価証券_4,tanaka_m,False,
JE-060004,SUB-0006,东洋精密机械（上海）有限公司,2025-01-04,3100,買掛金,0.0,175.0,通常仕訳_買掛金_5,suzuki_k,False,
JE-060005,SUB-0006,东洋精密机械（上海）有限公司,2025-02-11,3300,未払費用,0.0,10693.0,通常仕訳_未払費用_6,suzuki_k,False,
JE-060006,SUB-0006,东洋精密机械（上海）有限公司,2025-08-29,1300,棚卸資産,20894.0,0.0,通常仕訳_棚卸資産_7,yamada_t,False,
JE-060007,SUB-0006,东洋精密机械（上海）有限公司,2025-05-21,1100,現金及び預金,0.0,564.0,通常仕訳_現金及び預金_8,yamada_t,False,
JE-060008,SUB-0006,东洋精密机械（上海）有限公司,2025-01-05,6100,営業外収益,6090.0,0.0,通常仕訳_営業外収益_9,yamada_t,False,
JE-060009,SUB-0006,东洋精密机械（上海）有限公司,2025-05-19,2100,有形固定資産,636.0,0.0,通常仕訳_有形固定資産_10,watanabe_a,False,
JE-060010,SUB-0006,东洋精密机械（上海）有限公司,2025-11-01,6100,営業外収益,0.0,5973.0,通常仕訳_営業外収益_11,tanaka_m,False,
JE-060011,SUB-0006,东洋精密机械（上海）有限公司,2025-03-10,1300,棚卸資産,220870.0,0.0,通常仕訳_棚卸資産_12,yamada_t,False,
JE-060012,SUB-0006,东洋精密机械（上海）有限公司,2025-06-23,1400,前払費用,28950.0,0.0,通常仕訳_前払費用_13,watanabe_a,False,
JE-060013,SUB-0006,东洋精密机械（上海）有限公司,2025-11-24,6100,営業外収益,541913.0,0.0,通常仕訳_営業外収益_14,system_batch,False,
JE-060014,SUB-0006,东洋精密机械（上海）有限公司,2025-05-13,3100,買掛金,86522.0,0.0,通常仕訳_買掛金_15,tanaka_m,False,
JE-060015,SUB-0006,东洋精密机械（上海）有限公司,2025-08-31,2100,有形固定資産,8798.0,0.0,通常仕訳_有形固定資産_16,tanaka_m,False,
JE-060016,SUB-0006,东洋精密机械（上海）有限公司,2025-08-02,6100,営業外収益,508711.0,0.0,通常仕訳_営業外収益_17,system_batch,False,
JE-060017,SUB-0006,东洋精密机械（上海）有限公司,2025-11-24,3100,買掛金,128980.0,0.0,通常仕訳_買掛金_18,watanabe_a,False,
JE-060018,SUB-0006,东洋精密机械（上海）有限公司,2025-07-11,5200,一般管理費,696.0,0.0,通常仕訳_一般管理費_19,system_batch,False,
JE-060019,SUB-0006,东洋精密机械（上海）有限公司,2025-12-30,4100,売上高,10872.0,0.0,通常仕訳_売上高_20,tanaka_m,False,
JE-060020,SUB-0006,东洋精密机械（上海）有限公司,2025-08-27,2300,投資有価証券,0.0,4959.0,通常仕訳_投資有価証券_21,yamada_t,False,
JE-060021,SUB-0006,东洋精密机械（上海）有限公司,2025-02-13,5200,一般管理費,14169.0,0.0,通常仕訳_一般管理費_22,system_batch,False,
JE-060022,SUB-0006,东洋精密机械（上海）有限公司,2025-02-17,5100,販売費,41236.0,0.0,通常仕訳_販売費_23,tanaka_m,False,
JE-060023,SUB-0006,东洋精密机械（上海）有限公司,2025-05-24,1100,現金及び預金,208363.0,0.0,通常仕訳_現金及び預金_24,watanabe_a,False,
JE-060024,SUB-0006,东洋精密机械（上海）有限公司,2025-10-11,3300,未払費用,37389.0,0.0,通常仕訳_未払費用_25,watanabe_a,False,
JE-060025,SUB-0006,东洋精密机械（上海）有限公司,2025-06-06,3300,未払費用,12209.0,0.0,通常仕訳_未払費用_26,watanabe_a,False,
JE-060026,SUB-0006,东洋精密机械（上海）有限公司,2025-09-13,1300,棚卸資産,131900.0,0.0,通常仕訳_棚卸資産_27,suzuki_k,False,
JE-060027,SUB-0006,东洋精密机械（上海）有限公司,2025-04-12,3100,買掛金,12249.0,0.0,通常仕訳_買掛金_28,suzuki_k,False,
JE-060028,SUB-0006,东洋精密机械（上海）有限公司,2025-06-17,4200,売上原価,78099.0,0.0,通常仕訳_売上原価_29,suzuki_k,False,
JE-060029,SUB-0006,东洋精密机械（上海）有限公司,2025-03-27,6100,営業外収益,0.0,14563.0,通常仕訳_営業外収益_30,system_batch,False,
JE-060030,SUB-0006,东洋精密机械（上海）有限公司,2025-05-19,3500,退職給付引当金,276049.0,0.0,通常仕訳_退職給付引当金_31,watanabe_a,False,
JE-060031,SUB-0006,东洋精密机械（上海）有限公司,2025-10-03,3500,退職給付引当金,26136.0,0.0,通常仕訳_退職給付引当金_32,watanabe_a,False,
JE-060032,SUB-0006,东洋精密机械（上海）有限公司,2025-12-02,1100,現金及び預金,0.0,7303.0,通常仕訳_現金及び預金_33,tanaka_m,False,
JE-060033,SUB-0006,东洋精密机械（上海）有限公司,2025-09-20,3100,買掛金,1761.0,0.0,通常仕訳_買掛金_34,watanabe_a,False,
JE-060034,SUB-0006,东洋精密机械（上海）有限公司,2025-04-03,1300,棚卸資産,28383.0,0.0,通常仕訳_棚卸資産_35,yamada_t,False,
JE-060035,SUB-0006,东洋精密机械（上海）有限公司,2025-08-27,1300,棚卸資産,0.0,8241.0,通常仕訳_棚卸資産_36,yamada_t,False,
JE-060036,SUB-0006,东洋精密机械（上海）有限公司,2025-12-29,2300,投資有価証券,332757.0,0.0,通常仕訳_投資有価証券_37,system_batch,False,
JE-060037,SUB-0006,东洋精密机械（上海）有限公司,2025-09-11,1200,売掛金,0.0,77807.0,通常仕訳_売掛金_38,tanaka_m,False,
JE-060038,SUB-0006,东洋精密机械（上海）有限公司,2025-04-27,4100,売上高,37259.0,0.0,通常仕訳_売上高_39,yamada_t,False,
